model_id,model_path,display_count,display_ids,reflected,status_detail,mount_type,reason
3341,Creature\Hippogryph\BurntHippoGryph.mdx,1,31803,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
2356,Creature\Hippogryph\HippogryphPet.mdx,2,"16943,22500",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
2639,Creature\HippogryphMount\hippogryph2mount.mdx,7,"22470,22471,22472,22473,22474,29361,31714",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
2746,Creature\HippogryphMount\hippogryph2mount.mdx,1,24324,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
2974,Creature\HippogryphMount\hippogryph2mount.mdx,2,"27561,29627",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
10057,Creature\merithradragon\merithradragon.mdx,1,15412,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
2919,Creature\MissileRocketMount\MissileRocketMount.mdx,1,26578,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
2922,Creature\MissileRocketMount\MissileRocketMount.mdx,1,26611,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
2397,Creature\NetherDragon\NetherDragon.mdx,7,"17889,18273,19114,23315,23329,23333,23747",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
9973,Creature\Netherdrak2\netherdrake2.mdx,20,"17772,17888,19272,19891,19980,20344,20516,20517,20519,20539,20540,20541,20684,20809,21425,21545,21548,22620,24725,27507",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
19973,Creature\Netherdrak2\netherdrakeNoArmorPreview2.mdx,7,"16314,21520,21521,21522,21523,21524,21525",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
1291,Creature\orcdrakerider2\orcdrakerider2.mdx,1,9723,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
2384,Creature\PHOENIX\Phoenix.mdx,5,"17765,17784,18945,18987,19682",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
2719,Creature\PhoenixPet\PhoenixPet.mdx,1,23574,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
3013,Creature\ProtoDragon\MDProtoDrakeMount.mdx,7,"28040,28041,28042,28043,28044,28045,28053",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
3020,Creature\ProtoDragon\MDProtoDrakeMount.mdx,2,"28081,28083",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
2650,Creature\ProtoDragon\ProtoDragon.mdx,27,"24636,24717,24718,24874,24875,26507,26616,26709,26710,26711,26712,26713,26714,26715,26726,26727,26733,26735,26739,26740 ...",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
2680,Creature\ProtoDragon\ProtoDragon.mdx,4,"22657,24101,25141,27043",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
3041,Creature\ProtoDragon\ProtoDragon.mdx,1,28345,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
3364,Creature\ProtoDragon\ProtoDragon.mdx,1,31986,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
3075,CREATURE\ProtoDragon\ProtoDragon_Razorscale.mdx,4,"28787,28949,28952,30806",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
3101,CREATURE\ProtoDragon\ProtoDragon_Razorscale_Mount.mdx,2,"28953,28954",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
2932,Creature\ProtoDragon\ProtoDragonMount.mdx,14,"26717,26718,26719,26720,26721,26722,26723,26724,26742,26881,26882,26883,27454,27781",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
2971,Creature\ProtoDragon\ProtoDragonMount.mdx,1,27515,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
2398,Creature\RidingPhoenix\RidingPhoenix.mdx,1,17890,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
3287,Creature\RidingUndeadDrake\ArmoredRidingUndeadDrake.mdx,4,"31154,31155,31156,31157",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
2828,Creature\RidingUndeadDrake\RidingUndeadDrake.mdx,5,"25511,25593,26645,29794,31047",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
2969,Creature\RidingUndeadDrake\RidingUndeadDrake.mdx,1,27480,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
2674,Creature\RocketChicken\RocketChicken.mdx,1,22903,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
3367,Creature\RocketMount2\RocketMount2.mdx,1,31992,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
2718,Creature\RocketMount\RocketMount.mdx,3,"23647,23656,30989",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
2755,Creature\RocketMount\RocketMount.mdx,1,24614,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
2762,Creature\RocketMount\RocketMount.mdx,1,24710,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
3353,Creature\TwighlightDragon\TwighlightDragon.mdx,1,31952,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
2950,Creature\UndeadDrake\NorthrendUndeadDrake.mdx,7,"27064,27065,27066,27479,27767,27981,27982",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
3258,Creature\UndeadDrake\NorthrendUndeadDrake.mdx,1,30902,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
3271,Creature\WingedHorse\WingedHorse.mdx,1,31007,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
3296,Creature\WingedHorse\WingedHorse_NonFlying.mdx,1,31248,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
3213,Creature\WyvernPet\WyvernPet.mdx,1,30413,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
9739,Creature\yseradragon\yseradragon.mdx,1,24808,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
2954,SPELLS\RocketLauncher_PreCast.mdx,2,"27121,29070",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
3001,World\GENERIC\GOBLIN\PassiveDoodads\GoblinRocketCarts\GoblinRocketCart02_RC.mdx,1,27829,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
3043,World\GENERIC\Goblin\PassiveDoodads\GoblinRocketCarts\GoblinRocketCart_RC.mdx,1,28393,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,날탈,Wowhead WotLK 분류 및 비행 모델 계열명 기준
3445,Character\Vulpera_HD\Male\Vulperamale.M2,1,57664,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
9638,Creature\amanibearmount2\amanibearmount2.mdx,4,"22463,22464,22466,22467",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2577,Creature\BabyElekk\BabyElekk.mdx,7,"21393,22629,23434,23435,23436,23437,23894",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2576,Creature\BabyHawkstrider\Babyhawkstrider.mdx,1,21382,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
83,Creature\Bear2\Bear.mdx,51,"706,707,719,762,806,820,822,865,902,913,982,1006,1007,1082,1083,1990,2378,3200,3201,5510 ...",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
3276,Creature\Bear2\SpectralBear.mdx,1,31094,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2591,Creature\BearGod\beargod.mdx,1,21631,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2638,Creature\Bearmount2\bearmountZulaman.mdx,2,"22462,22465",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2817,Creature\BearMountAltNew\BearMountAltNew.mdx,1,25335,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2612,Creature\BroomMount\BroomMount.mdx,1,21939,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
3132,Creature\ChickenMount\ChickenMount.mdx,1,29344,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
3138,Creature\ChickenMount\ChickenMount15.mdx,1,29378,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
3137,Creature\ChickenMount\ChickenMount35.mdx,1,29379,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2810,Creature\DeathKnightMount\DeathKnightMount.mdx,13,"25278,25279,25280,25445,25678,26500,26539,26540,26541,26572,26681,27517,30695",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
73,Creature\DireWolf\DireWolf.mdx,48,"73,246,720,741,1030,2352,9369,9370,9371,9372,9562,9563,9564,9567,9568,9569,9572,10209,10278,11411 ...",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
217,Creature\DireWolf\RidingDireWolf.mdx,14,"207,247,1166,2320,2326,2327,2328,2833,17408,18509,19036,19040,21895,23581",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2313,Creature\Elekk\elekkdraenormount.mdx,5,"17063,17142,19869,19870,23471",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2364,Creature\Elekk\elekkdraenormount.mdx,1,17549,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2399,Creature\Elekk\elekkdraenormount.mdx,2,"17891,18511",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2358,Creature\Elekk\ElekkWild.mdx,25,"17620,17677,17678,17679,17896,17897,17899,17901,17902,17908,17909,18045,20164,20166,22732,23346,23347,23353,23733,23734 ...",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2707,Creature\Elekk\ElekkWild.mdx,2,"23309,23460",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2782,CREATURE\ELEKK\ElekkWild.mdx,1,24913,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
1916,Creature\FastRidingRaptor\PvPRidingRaptor.mdx,12,"14339,14340,14341,14342,14343,14344,14345,14388,15271,15289,27722,29261",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
1912,Creature\frostsabre2fast\nightsaber2mountarmored.mdx,8,"14329,14330,14331,14332,14333,14632,15290,29256",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2626,Creature\frostsabre2fast\spectraltiger2mountarmored.mdx,1,21974,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2619,Creature\frostsabre2fast\spectraltiger2slow.mdx,1,22004,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2620,Creature\frostsabre2fast\spectraltiger2slow.mdx,2,"21973,28583",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
457,Creature\frostsabre2slow\RidingFrostSabre.mdx,14,"4805,6079,6080,6442,6443,6444,6447,6448,9695,9714,9952,9991,10426,29755",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
3174,Creature\frostwolfhowler\frostwolfhowler.mdx,24,"14334,14335,14336,14573,14574,14575,14776,19014,19039,21241,21896,24455,24456,24457,29260,29283,29879,29972,29973,29974 ...",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2915,Creature\GoblinShredderMount\GoblinShredderMount.mdx,2,"26558,26559",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2917,Creature\GoblinShredderMount\GoblinShredderMount.mdx,1,26573,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2923,Creature\GoblinShredderMount\GoblinShredderMount.mdx,1,26612,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2435,Creature\hawkstrider2\hawkstrider2_mount.mdx,10,"18697,19482,19483,19484,20359,20675,20937,28607,28889,29262",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2434,Creature\hawkstrider2\hawkstrider2_mount_noarmor.mdx,5,"18696,19478,19479,19480,21147",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2634,Creature\HeadlessHorseman\Headlesshorseman.mdx,1,22352,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2647,CREATURE\HeadlessHorsemanHorse\HeadlessHorsemanHorse.mdx,2,"23940,24177",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
9798,Creature\headlesshorsemanmount2\headlesshorsemanmount2.mdx,5,"19250,19640,22653,25159,25958",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2633,Creature\HeadlessHorsemanMount\HeadlessHorsemanMount.mdx,1,22351,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2760,CREATURE\horse2_zebramount2\horse2_zebramount2.mdx,1,24693,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2764,Creature\horse2_zebramount2\horse2_zebramount2.mdx,2,"24745,28888",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
65,Creature\Horse\Horse.mdx,22,"65,229,236,237,238,239,1170,2325,14585,16043,16044,23958,23959,23960,24922,24923,25030,25571,25572,25573 ...",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
143,Creature\Horse\Horse.mdx,1,908,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
7027,Creature\Horse\Zebra.mdx,3,"1531,1910,1911",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
216,Creature\horsemultisaddle\horsemultisaddle.mdx,8,"2402,2404,2405,2408,2409,2410,29975,30518",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
1917,Creature\humanridinghorse2\humanridinghorse2.mdx,8,"14337,14338,14582,14583,28912,29043,29284,29976",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
9974,Creature\Kodobeas2\kodobeastbrewfest.mdx,1,24757,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
1914,Creature\Kodobeas2\kodobeastpvpt2.mdx,12,"6269,14348,14349,14578,14579,19027,23484,23486,23997,28556,29259,29880",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
9975,Creature\Kodobeas2\kodobeastslowfest.mdx,1,24758,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
27,Creature\kodobeast2\kodobeast2.mdx,17,"179,1230,1231,1232,1241,1308,1309,1451,1452,1453,1454,2767,2768,6081,10283,10284,10918",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
1711,Creature\kodobeast2mount\kodobeast2mount.mdx,14,"11641,12240,12241,12242,12244,12245,12246,12247,19023,19024,19025,19026,23485,23873",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
1071,Creature\kodobeast2mount\kodobeast2pack.mdx,4,"7933,8470,9342,23646",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
9963,Creature\kodobeast2wooly\kodobeast2wooly.mdx,6,"10914,10915,10916,10917,10919,23265",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
210,Creature\Lion2\Lion.mdx,11,"1057,1934,1971,1972,1973,1977,4424,10055,10114,17077,26618",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2784,Creature\LionSeal\LionSeal.mdx,11,"24926,24927,24928,24929,24932,24933,26332,26333,26334,26416,26768",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2822,Creature\Mammoth\mammoth.mdx,35,"23445,25145,25449,26423,26425,26483,26485,26486,26487,26488,26489,26490,26491,26969,27233,27234,27235,27236,27265,27266 ...",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2823,Creature\Mammoth\MammothMount_1seat.mdx,15,"25450,26424,26510,26511,26512,26615,26624,26625,26755,27243,27244,27245,27246,27247,27248",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2824,Creature\Mammoth\MammothMount_3seat.mdx,8,"25451,26215,27237,27238,27239,27240,27241,27242",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
852,Creature\MechaStriderFix\gnomeFixMechaStrider.mdx,2,"6978,6979",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
751,Creature\MechaStriderNew\MechaStrider.mdx,12,"6544,6569,9473,9474,9475,9476,10661,10662,10664,10666,10667,28539",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
1915,Creature\MechaStriderNew\PvPMechaStrider.mdx,11,"14372,14373,14374,14375,14376,14377,14581,28571,29877,31670,31692",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2897,Creature\NorthrendBearMount\NorthrendBearMountArmored.mdx,10,"26358,27649,27650,27659,27660,27818,27819,27820,27821,28428",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
3022,Creature\NorthrendBearMount\NorthrendBearMountArmored.mdx,1,26388,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2975,Creature\NorthrendBearMount\NorthrendBearMountBlizzcon.mdx,1,27567,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
229,Creature\Ram2\Ram.mdx,15,"10000,10001,10002,10003,12429,13340,14939,21717,22104,22318,22319,22673,22674,26205,26661",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
1371,Creature\Ram2\ridingram.mdx,7,"2736,2784,2785,2786,2787,22265,22630",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
34,Creature\raptor2\raptor2.mdx,59,"180,322,615,648,649,670,671,672,673,674,675,676,677,695,755,787,788,945,948,949 ...",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
3123,Creature\Raptor\RaptorPet.mdx,11,"29251,29274,29802,29803,29804,29805,29806,29807,29808,29809,29810",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2293,Creature\RaptorOutland\Raptor_Outland.mdx,22,"17561,19732,19733,19734,19735,19736,19742,19743,19758,19759,19760,19764,19766,19767,19768,19769,19770,19781,19911,19972 ...",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
1991,Creature\RIDINGHORSE\PackMule.mdx,7,"14546,14547,14548,14549,14550,14551,16075",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
458,Creature\RidingRaptor\RidingRaptor.mdx,9,"4806,6468,6469,6470,6471,6472,6473,29102,30141",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
2618,Creature\saberworg\Saberworg.mdx,28,"22003,22042,22044,22088,22089,22233,22243,22475,22501,22502,22611,23793,24235,24708,26201,26331,26371,26823,26824,26829 ...",미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
3090,CREATURE\saberworg\Saberworg.mdx,1,28879,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
3178,Creature\saberworg\Saberworg.mdx,1,30077,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
3228,Creature\saberworg\Saberworg.mdx,1,30652,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
3155,Creature\saberworg\SpectralSaberWorg.mdx,1,29673,미반영,patch-Z DBC에는 있으나 910/930 탑승 크리처에는 미연결,지상탈,Wowhead WotLK 분류 및 지상 모델 계열명 기준
