지역ID,맵ID,맵,상위지역ID,상위지역,지역명,매칭상태,좌표기준지역ID,대상구분,GUID,Entry,대상이름,X,Y,Z
986,1,칼림도어,440,타나리스,잘라쉬지의 굴,상위지역 좌표경계 대체,440,몬스터,22002,5420,유리비늘 큰눈바실리스크,-8181.37,-3683.78,25.4246
987,1,칼림도어,440,타나리스,끝자락 해안,상위지역 좌표경계 대체,440,몬스터,22002,5420,유리비늘 큰눈바실리스크,-8181.37,-3683.78,25.4246
988,1,칼림도어,440,타나리스,파도타기 해안,상위지역 좌표경계 대체,440,몬스터,22002,5420,유리비늘 큰눈바실리스크,-8181.37,-3683.78,25.4246
989,1,칼림도어,440,타나리스,울둠,상위지역 좌표경계 대체,440,몬스터,22002,5420,유리비늘 큰눈바실리스크,-8181.37,-3683.78,25.4246
990,1,칼림도어,440,타나리스,감시자의 골짜기,상위지역 좌표경계 대체,440,몬스터,22002,5420,유리비늘 큰눈바실리스크,-8181.37,-3683.78,25.4246
991,1,칼림도어,440,타나리스,건스탠의 야영지,상위지역 좌표경계 대체,440,몬스터,22002,5420,유리비늘 큰눈바실리스크,-8181.37,-3683.78,25.4246
992,1,칼림도어,440,타나리스,서쪽 달의 폐허,상위지역 좌표경계 대체,440,몬스터,22002,5420,유리비늘 큰눈바실리스크,-8181.37,-3683.78,25.4246
996,0,동부 왕국,44,붉은마루 산맥,약탈의 야영지,상위지역 좌표경계 대체,44,몬스터,134181,14270,망둥이,-9333.75,-2594.88,22.3274
997,0,동부 왕국,44,붉은마루 산맥,약탈의 계곡,상위지역 좌표경계 대체,44,몬스터,134181,14270,망둥이,-9333.75,-2594.88,22.3274
998,0,동부 왕국,44,붉은마루 산맥,약탈의 바위굴,상위지역 좌표경계 대체,44,몬스터,134181,14270,망둥이,-9333.75,-2594.88,22.3274
999,0,동부 왕국,44,붉은마루 산맥,돌망루 탑,상위지역 좌표경계 대체,44,몬스터,134181,14270,망둥이,-9333.75,-2594.88,22.3274
1000,0,동부 왕국,44,붉은마루 산맥,갈라델 골짜기,상위지역 좌표경계 대체,44,몬스터,134181,14270,망둥이,-9333.75,-2594.88,22.3274
1001,0,동부 왕국,44,붉은마루 산맥,호수마루 오솔길,상위지역 좌표경계 대체,44,몬스터,134181,14270,망둥이,-9333.75,-2594.88,22.3274
1002,0,동부 왕국,44,붉은마루 산맥,붉은마루 삼거리,상위지역 좌표경계 대체,44,몬스터,134181,14270,망둥이,-9333.75,-2594.88,22.3274
1016,0,동부 왕국,11,저습지,불길한 언덕,상위지역 좌표경계 대체,11,몬스터,10768,1057,용아귀부족 해골감시자,-3553.23,-2448.85,51.7919
1017,0,동부 왕국,11,저습지,랩터 마루,상위지역 좌표경계 대체,11,몬스터,10768,1057,용아귀부족 해골감시자,-3553.23,-2448.85,51.7919
1018,0,동부 왕국,11,저습지,검은바닥 습지대,상위지역 좌표경계 대체,11,몬스터,10768,1057,용아귀부족 해골감시자,-3553.23,-2448.85,51.7919
1019,0,동부 왕국,139,동부 역병지대,녹지대,상위지역 좌표경계 대체,139,몬스터,92307,8603,청소부구더기,2373.64,-4302.37,77.8021
1020,0,동부 왕국,11,저습지,이끼가죽 수렁,상위지역 좌표경계 대체,11,몬스터,10768,1057,용아귀부족 해골감시자,-3553.23,-2448.85,51.7919
1021,0,동부 왕국,11,저습지,텔겐 바위굴,상위지역 좌표경계 대체,11,몬스터,10768,1057,용아귀부족 해골감시자,-3553.23,-2448.85,51.7919
1022,0,동부 왕국,11,저습지,푸른아가미 습지대,상위지역 좌표경계 대체,11,몬스터,10768,1057,용아귀부족 해골감시자,-3553.23,-2448.85,51.7919
1023,0,동부 왕국,11,저습지,소금물 습지대,상위지역 좌표경계 대체,11,몬스터,10768,1057,용아귀부족 해골감시자,-3553.23,-2448.85,51.7919
1024,0,동부 왕국,11,저습지,해몰이 늪,상위지역 좌표경계 대체,11,몬스터,10768,1057,용아귀부족 해골감시자,-3553.23,-2448.85,51.7919
1025,0,동부 왕국,11,저습지,녹지대,상위지역 좌표경계 대체,11,몬스터,10768,1057,용아귀부족 해골감시자,-3553.23,-2448.85,51.7919
1036,0,동부 왕국,11,저습지,성난송곳니 야영지,상위지역 좌표경계 대체,11,몬스터,10768,1057,용아귀부족 해골감시자,-3553.23,-2448.85,51.7919
1037,0,동부 왕국,11,저습지,그림 바톨,상위지역 좌표경계 대체,11,몬스터,10768,1057,용아귀부족 해골감시자,-3553.23,-2448.85,51.7919
1038,0,동부 왕국,11,저습지,용아귀부족 관문,상위지역 좌표경계 대체,11,몬스터,10768,1057,용아귀부족 해골감시자,-3553.23,-2448.85,51.7919
1039,0,동부 왕국,11,저습지,잃어버린 해안,상위지역 좌표경계 대체,11,몬스터,10768,1057,용아귀부족 해골감시자,-3553.23,-2448.85,51.7919
1056,0,동부 왕국,267,힐스브래드 구릉지,다로우 언덕,상위지역 zoneId 대체,267,NPC,14896,620,닭,-816.161,-616.04,13.8808
1057,0,동부 왕국,267,힐스브래드 구릉지,소라딘의 성벽,상위지역 zoneId 대체,267,NPC,14896,620,닭,-816.161,-616.04,13.8808
1076,1,칼림도어,406,돌발톱 산맥,그물누비 고개,상위지역 zoneId 대체,406,몬스터,16400,5930,마녀 리벤,684.793,1458.34,-12.6599
1097,0,동부 왕국,10,그늘숲,고요의 강둑,상위지역 좌표경계 대체,10,몬스터,6045,1258,우두머리 검은약탈자늑대,-10806.4,-538.414,38.4045
1098,0,동부 왕국,10,그늘숲,미스트맨틀 장원,상위지역 좌표경계 대체,10,몬스터,6045,1258,우두머리 검은약탈자늑대,-10806.4,-538.414,38.4045
1099,1,칼림도어,357,페랄라스,모자케 야영지,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1100,1,칼림도어,357,페랄라스,그림토템 주둔지,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1101,1,칼림도어,357,페랄라스,고통의 구덩이,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1102,1,칼림도어,357,페랄라스,갈기바람 호수,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1103,1,칼림도어,357,페랄라스,골두니 전초기지,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1104,1,칼림도어,357,페랄라스,모크골둔,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1105,1,칼림도어,357,페랄라스,거친흉터 골짜기,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1106,1,칼림도어,357,페랄라스,공작날개 고원,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1107,1,칼림도어,357,페랄라스,산들바람 호수,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1108,1,칼림도어,357,페랄라스,잊혀진 해안,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1109,1,칼림도어,357,페랄라스,동쪽 기둥,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1110,1,칼림도어,357,페랄라스,서쪽 기둥,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1111,1,칼림도어,357,페랄라스,꿈나무,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1112,1,칼림도어,357,페랄라스,비취비늘 호수,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1113,1,칼림도어,357,페랄라스,오네이로스,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1114,1,칼림도어,357,페랄라스,까마귀바람 폐허,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1115,1,칼림도어,357,페랄라스,무쇠설인 소굴,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1116,1,칼림도어,357,페랄라스,페더문 요새,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1117,1,칼림도어,357,페랄라스,솔라살 폐허,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1118,1,칼림도어,357,페랄라스,낮은벌 미사용,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1119,1,칼림도어,357,페랄라스,쌍둥이 바위산,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1120,1,칼림도어,357,페랄라스,살도르 섬,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1121,1,칼림도어,357,페랄라스,공포의 섬,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1136,1,칼림도어,357,페랄라스,높은벌,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1137,1,칼림도어,357,페랄라스,낮은벌,상위지역 좌표경계 대체,357,몬스터,51220,5308,사나운 계곡천둥매,-4677.74,2005.94,8.85287
1156,1,칼림도어,17,불모의 땅,남부 불모의 땅,상위지역 좌표경계 대체,17,몬스터,20887,3300,살모사,-1774.17,-2445.57,94.0997
1157,1,칼림도어,17,불모의 땅,남부 황금길,상위지역 좌표경계 대체,17,몬스터,20887,3300,살모사,-1774.17,-2445.57,94.0997
1216,1,칼림도어,16,아즈샤라,나무구렁 요새,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1217,1,칼림도어,16,아즈샤라,반디르 야영지,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1218,1,칼림도어,16,아즈샤라,아즈샤라,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1219,1,칼림도어,16,아즈샤라,레가쉬 야영지,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1220,1,칼림도어,16,아즈샤라,탈라시안 주둔지,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1221,1,칼림도어,16,아즈샤라,엘다라스 폐허,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1222,1,칼림도어,16,아즈샤라,헤타에라의 손아귀,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1223,1,칼림도어,16,아즈샤라,진말로의 신전,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1224,1,칼림도어,16,아즈샤라,곰마루,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1225,1,칼림도어,16,아즈샤라,우르솔란,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1226,1,칼림도어,16,아즈샤라,아크코란의 신전,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1227,1,칼림도어,16,아즈샤라,폭풍의 만,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1228,1,칼림도어,16,아즈샤라,조각난 해안,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1229,1,칼림도어,16,아즈샤라,엘다라의 탑,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1230,1,칼림도어,16,아즈샤라,톱니 산호초,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1231,1,칼림도어,16,아즈샤라,남녘마루 해안,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1232,1,칼림도어,16,아즈샤라,레이븐크레스트 기념비,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1233,1,칼림도어,16,아즈샤라,쓸쓸한 마루,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1234,1,칼림도어,16,아즈샤라,멘나르 호수,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1235,1,칼림도어,16,아즈샤라,섀도송 제단,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1236,1,칼림도어,16,아즈샤라,할다르 야영지,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1237,1,칼림도어,16,아즈샤라,발로르모크,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1256,1,칼림도어,16,아즈샤라,버려진 착륙장,상위지역 좌표경계 대체,16,몬스터,35540,6196,원한의꼬리일족 미르미돈,3585.72,-5791.59,-2.95189
1276,1,칼림도어,331,잿빛 골짜기,돌발톱 토굴길,상위지역 zoneId 대체,331,몬스터,32884,10644,긴울음 안개늑대,3528.78,628.189,9.04502
1277,1,칼림도어,406,돌발톱 산맥,돌발톱 토굴길,상위지역 zoneId 대체,406,몬스터,16400,5930,마녀 리벤,684.793,1458.34,-12.6599
1296,1,칼림도어,14,듀로타,바위엄니 농장,상위지역 좌표경계 대체,14,몬스터,12320,3112,서슬갈기일족 정찰병,52.693,-4613.99,46.8383
1297,1,칼림도어,14,듀로타,톱니멧돼지 농장,상위지역 좌표경계 대체,14,몬스터,12320,3112,서슬갈기일족 정찰병,52.693,-4613.99,46.8383
1316,1,칼림도어,17,불모의 땅,가시덩굴 구릉,상위지역 좌표경계 대체,17,몬스터,20887,3300,살모사,-1774.17,-2445.57,94.0997
1336,1,칼림도어,440,타나리스,해적단 소굴,상위지역 좌표경계 대체,440,몬스터,22002,5420,유리비늘 큰눈바실리스크,-8181.37,-3683.78,25.4246
1338,0,동부 왕국,130,은빛소나무 숲,로다미어 호수,상위지역 좌표경계 대체,130,몬스터,19181,1769,달의분노일족 백발전사,328.962,1318.76,78.1197
1339,0,동부 왕국,36,알터랙 산맥,로다미어 호수,상위지역 좌표경계 대체,36,몬스터,16994,2252,산사태 오우거,515.574,-620.737,170.678
1357,0,동부 왕국,36,알터랙 산맥,갤로우 삼거리,상위지역 좌표경계 대체,36,몬스터,16994,2252,산사태 오우거,515.574,-620.737,170.678
1377,1,칼림도어,0,,실리더스,상위지역 좌표경계 대체,1377,몬스터,43184,11698,독침 하이브아쉬,-7111.02,789.347,12.6091
1437,0,동부 왕국,4,저주받은 땅,우레망치 요새,상위지역 좌표경계 대체,4,몬스터,134380,7846,파멸의 테레무스,-11685.9,-2955.42,7.736
1438,0,동부 왕국,4,저주받은 땅,네더가드 요새,상위지역 좌표경계 대체,4,몬스터,134380,7846,파멸의 테레무스,-11685.9,-2955.42,7.736
1439,0,동부 왕국,4,저주받은 땅,우레망치 주둔지,상위지역 좌표경계 대체,4,몬스터,134380,7846,파멸의 테레무스,-11685.9,-2955.42,7.736
1440,0,동부 왕국,4,저주받은 땅,뱀의 보금자리,상위지역 좌표경계 대체,4,몬스터,134380,7846,파멸의 테레무스,-11685.9,-2955.42,7.736
1441,0,동부 왕국,4,저주받은 땅,폭풍의 제단,상위지역 좌표경계 대체,4,몬스터,134380,7846,파멸의 테레무스,-11685.9,-2955.42,7.736
1442,0,동부 왕국,51,이글거리는 협곡,불망루 마루,상위지역 좌표경계 대체,51,몬스터,5731,5855,용암 정령,-6864.68,-1431.31,160.301
1443,0,동부 왕국,51,이글거리는 협곡,잿가루 채석장,상위지역 좌표경계 대체,51,몬스터,5731,5855,용암 정령,-6864.68,-1431.31,160.301
1444,0,동부 왕국,51,이글거리는 협곡,잿더미 바다,상위지역 좌표경계 대체,51,몬스터,5731,5855,용암 정령,-6864.68,-1431.31,160.301
1445,0,동부 왕국,51,이글거리는 협곡,검은바위 산,상위지역 좌표경계 대체,51,몬스터,5731,5855,용암 정령,-6864.68,-1431.31,160.301
1446,0,동부 왕국,51,이글거리는 협곡,토륨 조합 거점,상위지역 좌표경계 대체,51,몬스터,5731,5855,용암 정령,-6864.68,-1431.31,160.301
1457,0,동부 왕국,4,저주받은 땅,요새 무기고,상위지역 좌표경계 대체,4,몬스터,134380,7846,파멸의 테레무스,-11685.9,-2955.42,7.736
1497,0,동부 왕국,0,,언더시티,상위지역 좌표경계 대체,1497,몬스터,38093,5733,연금술사 라이카누스,1543.31,362.002,-62.1596
1517,0,동부 왕국,3,황야의 땅,울다만,상위지역 좌표경계 대체,3,몬스터,7002,2727,바위산코요테,-6733.6,-3353.22,241.758
1518,0,동부 왕국,40,서부 몰락지대,죽음의 폐광,상위지역 좌표경계 대체,40,몬스터,89789,1109,식인독수리,-10585.1,1310.83,39.6822
1519,0,동부 왕국,0,,스톰윈드,상위지역 좌표경계 대체,1519,몬스터,23427,7386,하얀집고양이,-8632.05,921.279,99.483
1537,0,동부 왕국,0,,아이언포지,직접 areaId,1537,몬스터,152341,27346,경쟁의 정수,-5041.91,-1250.2,507.76
1557,1,칼림도어,400,버섯구름 봉우리,갈래발굽 소굴,상위지역 좌표경계 대체,400,몬스터,21480,9525,높새바람 봉우리 용사,-5409.98,-2532.21,-48.1376
1577,0,동부 왕국,33,가시덤불 골짜기,가시덤불 봉우리,상위지역 좌표경계 대체,33,몬스터,833,783,백골가루부족 광전사,-13054.5,-843.752,71.3439
1578,0,동부 왕국,33,가시덤불 골짜기,폭풍 해안 남부,상위지역 좌표경계 대체,33,몬스터,833,783,백골가루부족 광전사,-13054.5,-843.752,71.3439
1579,0,동부 왕국,0,,죽음의 폐광 002 미사용,좌표 없음,,,,,,,,
1580,0,동부 왕국,1579,죽음의 폐광 002 미사용,철갑 동굴 003 미사용,좌표 없음,,,,,,,,
1597,1,칼림도어,17,불모의 땅,랩터 서식지 미사용,상위지역 좌표경계 대체,17,몬스터,20887,3300,살모사,-1774.17,-2445.57,94.0997
1598,1,칼림도어,17,불모의 땅,그롤돔 농장 미사용,상위지역 좌표경계 대체,17,몬스터,20887,3300,살모사,-1774.17,-2445.57,94.0997
1599,1,칼림도어,17,불모의 땅,몰샨 주둔지,상위지역 좌표경계 대체,17,몬스터,20887,3300,살모사,-1774.17,-2445.57,94.0997
1600,1,칼림도어,17,불모의 땅,Honor's Stand UNUSED,상위지역 좌표경계 대체,17,몬스터,20887,3300,살모사,-1774.17,-2445.57,94.0997
1601,1,칼림도어,17,불모의 땅,검은가시 마루 미사용,상위지역 좌표경계 대체,17,몬스터,20887,3300,살모사,-1774.17,-2445.57,94.0997
1602,1,칼림도어,17,불모의 땅,가시덩굴 벌판 미사용,상위지역 좌표경계 대체,17,몬스터,20887,3300,살모사,-1774.17,-2445.57,94.0997
1603,1,칼림도어,17,불모의 땅,아가마고르 미사용,상위지역 좌표경계 대체,17,몬스터,20887,3300,살모사,-1774.17,-2445.57,94.0997
1617,0,동부 왕국,1519,스톰윈드,영웅의 계곡,상위지역 좌표경계 대체,1519,몬스터,23427,7386,하얀집고양이,-8632.05,921.279,99.483
1637,1,칼림도어,0,,오그리마,직접 areaId,1637,몬스터,152343,27346,경쟁의 정수,1963.26,-4797.62,56.99
1638,1,칼림도어,0,,썬더 블러프,상위지역 좌표경계 대체,1638,몬스터,26646,3024,타흐 윈터후프,-1177.37,-48.4012,162.755
1639,1,칼림도어,1638,썬더 블러프,장로의 봉우리,상위지역 좌표경계 대체,1638,몬스터,26646,3024,타흐 윈터후프,-1177.37,-48.4012,162.755
1640,1,칼림도어,1638,썬더 블러프,정기의 봉우리,상위지역 좌표경계 대체,1638,몬스터,26646,3024,타흐 윈터후프,-1177.37,-48.4012,162.755
1641,1,칼림도어,1638,썬더 블러프,수렵의 봉우리,상위지역 좌표경계 대체,1638,몬스터,26646,3024,타흐 윈터후프,-1177.37,-48.4012,162.755
1657,1,칼림도어,0,,다르나서스,상위지역 좌표경계 대체,1657,몬스터,46589,1420,두꺼비,9881.39,2438.52,1316.2
1658,1,칼림도어,1657,다르나서스,세나리온 자치령,상위지역 좌표경계 대체,1657,몬스터,46589,1420,두꺼비,9881.39,2438.52,1316.2
1659,1,칼림도어,1657,다르나서스,장인의 정원,상위지역 좌표경계 대체,1657,몬스터,46589,1420,두꺼비,9881.39,2438.52,1316.2
1660,1,칼림도어,1657,다르나서스,전사의 정원,상위지역 좌표경계 대체,1657,몬스터,46589,1420,두꺼비,9881.39,2438.52,1316.2
1661,1,칼림도어,1657,다르나서스,신전 정원,상위지역 좌표경계 대체,1657,몬스터,46589,1420,두꺼비,9881.39,2438.52,1316.2
1662,1,칼림도어,1657,다르나서스,상인의 정원,상위지역 좌표경계 대체,1657,몬스터,46589,1420,두꺼비,9881.39,2438.52,1316.2
1677,0,동부 왕국,36,알터랙 산맥,가빈 절벽,상위지역 좌표경계 대체,36,몬스터,16994,2252,산사태 오우거,515.574,-620.737,170.678
1678,0,동부 왕국,36,알터랙 산맥,소페라 절벽,상위지역 좌표경계 대체,36,몬스터,16994,2252,산사태 오우거,515.574,-620.737,170.678
1679,0,동부 왕국,36,알터랙 산맥,코란의 비수,상위지역 좌표경계 대체,36,몬스터,16994,2252,산사태 오우거,515.574,-620.737,170.678
1680,0,동부 왕국,36,알터랙 산맥,마루터기,상위지역 좌표경계 대체,36,몬스터,16994,2252,산사태 오우거,515.574,-620.737,170.678
1681,0,동부 왕국,36,알터랙 산맥,물안개 호숫가,상위지역 좌표경계 대체,36,몬스터,16994,2252,산사태 오우거,515.574,-620.737,170.678
1682,0,동부 왕국,36,알터랙 산맥,단드레드 장원,상위지역 좌표경계 대체,36,몬스터,16994,2252,산사태 오우거,515.574,-620.737,170.678
1683,0,동부 왕국,36,알터랙 산맥,침묵의 동굴,상위지역 좌표경계 대체,36,몬스터,16994,2252,산사태 오우거,515.574,-620.737,170.678
1684,0,동부 왕국,36,알터랙 산맥,서리바람 거점,상위지역 좌표경계 대체,36,몬스터,16994,2252,산사태 오우거,515.574,-620.737,170.678
1697,1,칼림도어,17,불모의 땅,랩터 서식지,상위지역 좌표경계 대체,17,몬스터,20887,3300,살모사,-1774.17,-2445.57,94.0997
1698,1,칼림도어,17,불모의 땅,가시덩굴 벌판,상위지역 좌표경계 대체,17,몬스터,20887,3300,살모사,-1774.17,-2445.57,94.0997
1699,1,칼림도어,17,불모의 땅,가시덩굴 언덕,상위지역 좌표경계 대체,17,몬스터,20887,3300,살모사,-1774.17,-2445.57,94.0997
1700,1,칼림도어,17,불모의 땅,아가마고르,상위지역 좌표경계 대체,17,몬스터,20887,3300,살모사,-1774.17,-2445.57,94.0997
1701,1,칼림도어,17,불모의 땅,검은가시 마루,상위지역 좌표경계 대체,17,몬스터,20887,3300,살모사,-1774.17,-2445.57,94.0997
1702,1,칼림도어,17,불모의 땅,명예의 감시탑,상위지역 좌표경계 대체,17,몬스터,20887,3300,살모사,-1774.17,-2445.57,94.0997
1703,1,칼림도어,17,불모의 땅,몰샨의 망루,상위지역 좌표경계 대체,17,몬스터,20887,3300,살모사,-1774.17,-2445.57,94.0997
1704,1,칼림도어,17,불모의 땅,그롤돔 농장,상위지역 좌표경계 대체,17,몬스터,20887,3300,살모사,-1774.17,-2445.57,94.0997
1717,1,칼림도어,17,불모의 땅,가시덩굴 우리,상위지역 좌표경계 대체,17,몬스터,20887,3300,살모사,-1774.17,-2445.57,94.0997
1718,1,칼림도어,17,불모의 땅,구름 승강장,상위지역 좌표경계 대체,17,몬스터,20887,3300,살모사,-1774.17,-2445.57,94.0997
1737,0,동부 왕국,33,가시덤불 골짜기,안개계곡 골짜기,상위지역 좌표경계 대체,33,몬스터,833,783,백골가루부족 광전사,-13054.5,-843.752,71.3439
1738,0,동부 왕국,33,가시덤불 골짜기,네크마니 수원지,상위지역 좌표경계 대체,33,몬스터,833,783,백골가루부족 광전사,-13054.5,-843.752,71.3439
1739,0,동부 왕국,33,가시덤불 골짜기,붉은해적단 주둔지,상위지역 좌표경계 대체,33,몬스터,833,783,백골가루부족 광전사,-13054.5,-843.752,71.3439
1740,0,동부 왕국,33,가시덤불 골짜기,투자개발회사 탐사기지,상위지역 좌표경계 대체,33,몬스터,833,783,백골가루부족 광전사,-13054.5,-843.752,71.3439
1741,0,동부 왕국,33,가시덤불 골짜기,구루바시 투기장,상위지역 좌표경계 대체,33,몬스터,833,783,백골가루부족 광전사,-13054.5,-843.752,71.3439
1742,0,동부 왕국,33,가시덤불 골짜기,정기의 동굴,상위지역 좌표경계 대체,33,몬스터,833,783,백골가루부족 광전사,-13054.5,-843.752,71.3439
1757,0,동부 왕국,33,가시덤불 골짜기,주홍빛 장막호,상위지역 좌표경계 대체,33,몬스터,833,783,백골가루부족 광전사,-13054.5,-843.752,71.3439
1758,0,동부 왕국,33,가시덤불 골짜기,격정의 파도호,상위지역 좌표경계 대체,33,몬스터,833,783,백골가루부족 광전사,-13054.5,-843.752,71.3439
1759,0,동부 왕국,33,가시덤불 골짜기,담셀의 행운호,상위지역 좌표경계 대체,33,몬스터,833,783,백골가루부족 광전사,-13054.5,-843.752,71.3439
1760,0,동부 왕국,33,가시덤불 골짜기,투자개발회사 기계조작실,상위지역 좌표경계 대체,33,몬스터,833,783,백골가루부족 광전사,-13054.5,-843.752,71.3439
1761,1,칼림도어,361,악령의 숲,마른가지 마을,상위지역 좌표경계 대체,361,몬스터,39198,10017,오염된 바퀴벌레,5345.38,-937.115,376.457
1762,1,칼림도어,361,악령의 숲,악령발 마을,상위지역 좌표경계 대체,361,몬스터,39198,10017,오염된 바퀴벌레,5345.38,-937.115,376.457
1763,1,칼림도어,361,악령의 숲,자에데나르,상위지역 좌표경계 대체,361,몬스터,39198,10017,오염된 바퀴벌레,5345.38,-937.115,376.457
1764,1,칼림도어,361,악령의 숲,피멍울 강,상위지역 좌표경계 대체,361,몬스터,39198,10017,오염된 바퀴벌레,5345.38,-937.115,376.457
1765,1,칼림도어,361,악령의 숲,피멍울 폭포,상위지역 좌표경계 대체,361,몬스터,39198,10017,오염된 바퀴벌레,5345.38,-937.115,376.457
1766,1,칼림도어,361,악령의 숲,불벼락 골짜기,상위지역 좌표경계 대체,361,몬스터,39198,10017,오염된 바퀴벌레,5345.38,-937.115,376.457
1767,1,칼림도어,361,악령의 숲,강철나무 숲,상위지역 좌표경계 대체,361,몬스터,39198,10017,오염된 바퀴벌레,5345.38,-937.115,376.457
1768,1,칼림도어,361,악령의 숲,강철나무 굴,상위지역 좌표경계 대체,361,몬스터,39198,10017,오염된 바퀴벌레,5345.38,-937.115,376.457
