long,long,long,long,flags,long,long,long,long,long,long,long,long,long,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,long,long,long,long,long,
1450,0,4,0,0x0,24,0,0,24,0,0,5,0,0,,"암흑 저항력 +24",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1451,0,4,0,0x0,25,0,0,25,0,0,5,0,0,,"암흑 저항력 +25",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1452,0,4,0,0x0,26,0,0,26,0,0,5,0,0,,"암흑 저항력 +26",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1453,0,4,0,0x0,27,0,0,27,0,0,5,0,0,,"암흑 저항력 +27",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1454,0,4,0,0x0,28,0,0,28,0,0,5,0,0,,"암흑 저항력 +28",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1455,0,4,0,0x0,29,0,0,29,0,0,5,0,0,,"암흑 저항력 +29",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1456,0,4,0,0x0,30,0,0,30,0,0,5,0,0,,"암흑 저항력 +30",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1457,0,4,0,0x0,31,0,0,31,0,0,5,0,0,,"암흑 저항력 +31",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1458,0,4,0,0x0,32,0,0,32,0,0,5,0,0,,"암흑 저항력 +32",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1459,0,4,0,0x0,33,0,0,33,0,0,5,0,0,,"암흑 저항력 +33",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1460,0,4,0,0x0,34,0,0,34,0,0,5,0,0,,"암흑 저항력 +34",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1461,0,4,0,0x0,35,0,0,35,0,0,5,0,0,,"암흑 저항력 +35",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1462,0,4,0,0x0,36,0,0,36,0,0,5,0,0,,"암흑 저항력 +36",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1463,0,4,0,0x0,37,0,0,37,0,0,5,0,0,,"암흑 저항력 +37",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1464,0,4,0,0x0,38,0,0,38,0,0,5,0,0,,"암흑 저항력 +38",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1465,0,4,0,0x0,39,0,0,39,0,0,5,0,0,,"암흑 저항력 +39",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1466,0,4,0,0x0,40,0,0,40,0,0,5,0,0,,"암흑 저항력 +40",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1467,0,4,0,0x0,41,0,0,41,0,0,5,0,0,,"암흑 저항력 +41",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1468,0,4,0,0x0,42,0,0,42,0,0,5,0,0,,"암흑 저항력 +42",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1469,0,4,0,0x0,43,0,0,43,0,0,5,0,0,,"암흑 저항력 +43",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1470,0,4,0,0x0,44,0,0,44,0,0,5,0,0,,"암흑 저항력 +44",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1471,0,4,0,0x0,45,0,0,45,0,0,5,0,0,,"암흑 저항력 +45",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1472,0,4,0,0x0,46,0,0,46,0,0,5,0,0,,"암흑 저항력 +46",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1483,0,5,0,0x0,150,0,0,150,0,0,0,0,0,,"마나 +150",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,50,
1503,0,5,0,0x0,100,0,0,100,0,0,1,0,0,,"생명력 +100",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,50,
1504,0,4,0,0x0,125,0,0,125,0,0,0,0,0,,"방어도 +125",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,50,
1505,0,4,0,0x0,20,0,0,20,0,0,2,0,0,,"화염 저항력 +20",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,50,
1506,0,5,0,0x0,8,0,0,8,0,0,4,0,0,,"힘 +8",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,50,
1507,0,5,0,0x0,8,0,0,8,0,0,7,0,0,,"체력 +8",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,50,
1508,0,5,0,0x0,8,0,0,8,0,0,3,0,0,,"민첩성 +8",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,50,
1509,0,5,0,0x0,8,0,0,8,0,0,5,0,0,,"지능 +8",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,50,
1510,0,5,0,0x0,8,0,0,8,0,0,6,0,0,,"정신력 +8",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,50,
1523,0,5,4,0x0,85,14,0,85,14,0,0,2,0,,"마나 +85 / 화염 저항력 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1524,0,5,4,0x0,75,14,0,75,14,0,1,2,0,,"생명력 +75 / 화염 저항력 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1525,0,4,4,0x0,110,14,0,110,14,0,0,2,0,,"방어도 +110 / 화염 저항력 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1526,0,3,0,0x0,0,0,0,0,0,0,15440,0,0,,"힘 +10 / 화염 저항력 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1527,0,3,0,0x0,0,0,0,0,0,0,15442,0,0,,"체력 +10 / 화염 저항력 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1528,0,3,0,0x0,0,0,0,0,0,0,15445,0,0,,"민첩성 +10 / 화염 저항력 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1529,0,3,0,0x0,0,0,0,0,0,0,15447,0,0,,"지능 +10 / 화염 저항력 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1530,0,3,0,0x0,0,0,0,0,0,0,15456,0,0,,"정신력 +10 / 화염 저항력 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1531,0,5,5,0x0,10,10,0,10,10,0,4,7,0,,"힘 +10 / 체력+10",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1532,0,3,3,0x0,0,0,0,0,0,0,15462,15461,0,,"힘 +10 / 체력 +10 / 방어도 +110 / 화염 저항력 +15",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1543,0,3,3,0x0,0,0,0,0,0,0,15489,15488,0,,"지능 +10 / 정신력 +10 / 마나 +100 / 화염 저항력 +15",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1563,0,5,0,0x0,2,0,0,2,0,0,38,0,0,,"전투력 +2",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1583,0,5,0,0x0,4,0,0,4,0,0,38,0,0,,"전투력 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1584,0,5,0,0x0,6,0,0,6,0,0,38,0,0,,"전투력 +6",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1585,0,5,0,0x0,8,0,0,8,0,0,38,0,0,,"전투력 +8",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1586,0,5,0,0x0,10,0,0,10,0,0,38,0,0,,"전투력 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1587,0,5,0,0x0,12,0,0,12,0,0,38,0,0,,"전투력 +12",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1588,0,5,0,0x0,14,0,0,14,0,0,38,0,0,,"전투력 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1589,0,5,0,0x0,16,0,0,16,0,0,38,0,0,,"전투력 +16",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1590,0,5,0,0x0,18,0,0,18,0,0,38,0,0,,"전투력 +18",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1591,0,5,0,0x0,20,0,0,20,0,0,38,0,0,,"전투력 +20",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1592,0,5,0,0x0,22,0,0,22,0,0,38,0,0,,"전투력 +22",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1593,0,5,0,0x0,24,0,0,24,0,0,38,0,0,,"전투력 +24",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1594,0,5,0,0x0,26,0,0,26,0,0,38,0,0,,"전투력 +26",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1595,0,5,0,0x0,28,0,0,28,0,0,38,0,0,,"전투력 +28",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1596,0,5,0,0x0,30,0,0,30,0,0,38,0,0,,"전투력 +30",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1597,0,5,0,0x0,32,0,0,32,0,0,38,0,0,,"전투력 +32",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1598,0,5,0,0x0,34,0,0,34,0,0,38,0,0,,"전투력 +34",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1599,0,5,0,0x0,36,0,0,36,0,0,38,0,0,,"전투력 +36",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1600,0,5,0,0x0,38,0,0,38,0,0,38,0,0,,"전투력 +38",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1601,0,5,0,0x0,32,0,0,32,0,0,38,0,0,,"전투력 +32",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1602,0,5,0,0x0,42,0,0,42,0,0,38,0,0,,"전투력 +42",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1603,0,5,0,0x0,44,0,0,44,0,0,38,0,0,,"전투력 +44",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1604,0,5,0,0x0,46,0,0,46,0,0,38,0,0,,"전투력 +46",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1605,0,5,0,0x0,48,0,0,48,0,0,38,0,0,,"전투력 +48",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1606,0,5,0,0x0,50,0,0,50,0,0,38,0,0,,"전투력 +50",,,,,,,,,,,,,,,0xFF01FE,101,0,0,0,0,0,0,
1607,0,5,0,0x0,52,0,0,52,0,0,38,0,0,,"전투력 +52",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1608,0,5,0,0x0,54,0,0,54,0,0,38,0,0,,"전투력 +54",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1609,0,5,0,0x0,56,0,0,56,0,0,38,0,0,,"전투력 +56",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1610,0,5,0,0x0,58,0,0,58,0,0,38,0,0,,"전투력 +58",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1611,0,5,0,0x0,60,0,0,60,0,0,38,0,0,,"전투력 +60",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1612,0,5,0,0x0,62,0,0,62,0,0,38,0,0,,"전투력 +62",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1613,0,5,0,0x0,64,0,0,64,0,0,38,0,0,,"전투력 +64",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1614,0,5,0,0x0,66,0,0,66,0,0,38,0,0,,"전투력 +66",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1615,0,5,0,0x0,68,0,0,68,0,0,38,0,0,,"전투력 +68",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1616,0,5,0,0x0,70,0,0,70,0,0,38,0,0,,"전투력 +70",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1617,0,5,0,0x0,72,0,0,72,0,0,38,0,0,,"전투력 +72",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1618,0,5,0,0x0,74,0,0,74,0,0,38,0,0,,"전투력 +74",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1619,0,5,0,0x0,76,0,0,76,0,0,38,0,0,,"전투력 +76",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1620,0,5,0,0x0,78,0,0,78,0,0,38,0,0,,"전투력 +78",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1621,0,5,0,0x0,80,0,0,80,0,0,38,0,0,,"전투력 +80",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1622,0,5,0,0x0,82,0,0,82,0,0,38,0,0,,"전투력 +82",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1623,0,5,0,0x0,84,0,0,84,0,0,38,0,0,,"전투력 +84",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1624,0,5,0,0x0,86,0,0,86,0,0,38,0,0,,"전투력 +86",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1625,0,5,0,0x0,88,0,0,88,0,0,38,0,0,,"전투력 +88",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1626,0,5,0,0x0,90,0,0,90,0,0,38,0,0,,"전투력 +90",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1627,0,5,0,0x0,92,0,0,92,0,0,38,0,0,,"전투력 +92",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1643,0,2,0,0x0,8,0,0,8,0,0,0,0,0,,"무기 연마 (공격력 +8)",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1663,0,6,0,0x0,16,0,0,16,0,0,0,0,0,,"대지의 무기 5",,,,,,,,,,,,,,,0xFF01FE,61,9,0,0,0,0,0,
1664,0,6,0,0x0,43,0,0,43,0,0,0,0,0,,"대지의 무기 7",,,,,,,,,,,,,,,0xFF01FE,61,9,0,0,0,0,0,
1665,0,3,0,0x0,100,0,0,100,0,0,16311,0,0,,"불꽃의 무기 5",,,,,,,,,,,,,,,0xFF01FE,32,9,0,0,0,0,0,
1666,0,3,0,0x0,100,0,0,100,0,0,16312,0,0,,"불꽃의 무기 6",,,,,,,,,,,,,,,0xFF01FE,32,9,0,0,0,0,0,
1667,0,1,0,0x0,0,0,0,0,0,0,16352,0,0,,"냉기의 무기 4",,,,,,,,,,,,,,,0xFF01FE,33,9,0,0,0,0,0,
1668,0,1,0,0x0,0,0,0,0,0,0,16353,0,0,,"냉기의 무기 5",,,,,,,,,,,,,,,0xFF01FE,33,9,0,0,0,0,0,
1669,0,3,0,0x0,20,0,0,20,0,0,33757,0,0,,"질풍의 무기 4",,,,,,,,,,,,,,,0xFF01FE,81,9,0,0,0,0,0,
1683,0,1,0,0x0,100,0,0,100,0,0,16389,0,0,,"불꽃의 토템 4",,,,,,,,,,,,,,,0xFF01FE,32,7,0,0,0,0,0,
1703,0,2,0,0x0,8,0,0,8,0,0,0,0,0,,"무게 증강 (공격력 +8)",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1704,0,3,0,0x0,0,0,0,0,0,0,16624,0,0,,"토륨 스파이크 (20-30)",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1723,0,1,0,0x0,0,0,0,0,0,0,16870,0,0,,"청명의 전조",,,,,,,,,,,,,,,0xFF01FE,26,1,0,0,0,0,0,
1743,0,1,0,0x0,100,0,0,100,0,0,19109,0,0,,"MHTest02",,,,,,,,,,,,,,,0xFF01FE,105,0,0,0,0,0,0,
1763,0,0,0,0x0,0,0,0,0,0,0,0,0,0,,"냉혈",,,,,,,,,,,,,,,0xFF01FE,33,0,0,0,0,0,0,
1783,0,1,0,0x0,20,0,0,20,0,0,8516,0,0,,"질풍의 토템 1",,,,,,,,,,,,,,,0xFF01FE,81,7,0,0,0,0,0,
1803,0,1,0,0x0,0,0,0,0,0,0,17809,0,0,,"화염석 1",,,,,,,,,,,,,,,0xFF01FE,32,3,0,0,0,0,0,
1823,0,1,0,0x0,0,0,0,0,0,0,17933,0,0,,"화염석 2",,,,,,,,,,,,,,,0xFF01FE,32,3,0,0,0,0,0,
1824,0,1,0,0x0,0,0,0,0,0,0,17934,0,0,,"화염석 3",,,,,,,,,,,,,,,0xFF01FE,32,3,0,0,0,0,0,
1825,0,1,0,0x0,0,0,0,0,0,0,17935,0,0,,"화염석 4",,,,,,,,,,,,,,,0xFF01FE,32,3,0,0,0,0,0,
1843,0,4,0,0x0,40,0,0,40,0,0,0,0,0,,"방어도 보강 (방어도 +40)",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1863,0,1,0,0x0,0,0,0,0,0,0,19267,0,0,,"역순환 2",,,,,,,,,,,,,,,0xFF01FE,107,1,0,0,0,0,0,
1864,0,1,0,0x0,0,0,0,0,0,0,19268,0,0,,"역순환 3",,,,,,,,,,,,,,,0xFF01FE,107,1,0,0,0,0,0,
1865,0,1,0,0x0,0,0,0,0,0,0,19269,0,0,,"역순환 4",,,,,,,,,,,,,,,0xFF01FE,107,1,0,0,0,0,0,
1866,0,1,0,0x0,0,0,0,0,0,0,19270,0,0,,"역순환 5",,,,,,,,,,,,,,,0xFF01FE,107,1,0,0,0,0,0,
1883,0,5,0,0x0,7,0,0,7,0,0,5,0,0,,"지능 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1884,0,5,0,0x0,9,0,0,9,0,0,6,0,0,,"정신력 +9",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1885,0,5,0,0x0,9,0,0,9,0,0,4,0,0,,"힘 +9",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1886,0,5,0,0x0,9,0,0,9,0,0,7,0,0,,"체력 +9",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1887,0,5,0,0x0,7,0,0,7,0,0,3,0,0,,"민첩성 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1888,0,3,0,0x0,0,0,0,0,0,0,19992,0,0,,"모든 저항력 +5",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1889,0,4,0,0x0,70,0,0,70,0,0,0,0,0,,"방어도 +70",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1890,0,5,3,0x0,4,0,0,4,0,0,43,21594,0,,"5초당 마나 및 생명력 회복량 +4",,,,,,,,,,,,,,,0xFF01FE,29,0,0,0,0,0,0,
1891,0,3,0,0x0,0,0,0,0,0,0,19988,0,0,,"모든 능력치 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1892,0,3,0,0x0,0,0,0,0,0,0,19990,0,0,,"생명력 +100",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1893,0,5,0,0x0,100,0,0,100,0,0,0,0,0,,"마나 +100",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1894,0,1,0,0x0,0,0,0,0,0,0,20005,0,0,,"빙결의 무기",,,,,,,,,,,,,,,0xFF01FE,126,0,0,0,0,0,0,
1895,0,2,0,0x0,9,0,0,9,0,0,0,0,0,,"공격력 +9",,,,,,,,,,,,,,,0xFF01FE,2,0,0,0,0,0,0,
1896,0,2,0,0x0,9,0,0,9,0,0,0,0,0,,"무기 공격력 +9",,,,,,,,,,,,,,,0xFF01FE,24,0,0,0,0,0,0,
1897,0,2,0,0x0,5,0,0,5,0,0,0,0,0,,"무기 공격력 +5",,,,,,,,,,,,,,,0xFF01FE,2,0,0,0,0,0,0,
1898,0,1,0,0x0,0,0,0,0,0,0,20004,0,0,,"생명력 흡수",,,,,,,,,,,,,,,0xFF01FE,107,0,0,0,0,0,0,
1899,0,1,0,0x0,0,0,0,0,0,0,20006,0,0,,"부정의 무기",,,,,,,,,,,,,,,0xFF01FE,161,0,0,0,0,0,0,
1900,0,1,0,0x0,0,0,0,0,0,0,20007,0,0,,"성전사",,,,,,,,,,,,,,,0xFF01FE,103,0,0,0,0,0,0,
1901,0,5,0,0x0,9,0,0,9,0,0,5,0,0,,"지능 +9",,,,,,,,,,,,,,,0xFF01FE,29,0,0,0,0,0,0,
1903,0,5,0,0x0,9,0,0,9,0,0,6,0,0,,"정신력 +9",,,,,,,,,,,,,,,0xFF01FE,29,0,0,0,0,0,0,
1904,0,5,0,0x0,9,0,0,9,0,0,5,0,0,,"지능 +9",,,,,,,,,,,,,,,0xFF01FE,29,0,0,0,0,0,0,
1923,0,4,0,0x0,3,0,0,3,0,0,2,0,0,,"화염 저항력 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1943,0,5,0,0x0,12,0,0,12,0,0,12,0,0,,"방어 숙련도 +12",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1944,0,5,0,0x0,8,0,0,8,0,0,12,0,0,,"방어 숙련도 +8",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1945,0,5,0,0x0,9,0,0,9,0,0,12,0,0,,"방어 숙련도 +9",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1946,0,5,0,0x0,10,0,0,10,0,0,12,0,0,,"방어 숙련도 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1947,0,5,0,0x0,11,0,0,11,0,0,12,0,0,,"방어 숙련도 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1948,0,5,0,0x0,13,0,0,13,0,0,12,0,0,,"방어 숙련도 +13",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1949,0,5,0,0x0,14,0,0,14,0,0,12,0,0,,"방어 숙련도 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1950,0,5,0,0x0,15,0,0,15,0,0,12,0,0,,"방어 숙련도 +15",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1951,0,5,0,0x0,16,0,0,16,0,0,12,0,0,,"방어 숙련도 +16",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1952,0,5,0,0x0,20,0,0,20,0,0,12,0,0,,"방어 숙련도 +20",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1953,0,5,0,0x0,22,0,0,22,0,0,12,0,0,,"방어 숙련도 +22",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1954,0,5,0,0x0,25,0,0,25,0,0,12,0,0,,"방어 숙련도 +25",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1955,0,5,0,0x0,32,0,0,32,0,0,12,0,0,,"방어 숙련도 +32",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1956,0,5,0,0x0,17,0,0,17,0,0,12,0,0,,"방어 숙련도 +17",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1957,0,5,0,0x0,18,0,0,18,0,0,12,0,0,,"방어 숙련도 +18",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1958,0,5,0,0x0,19,0,0,19,0,0,12,0,0,,"방어 숙련도 +19",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1959,0,5,0,0x0,21,0,0,21,0,0,12,0,0,,"방어 숙련도 +21",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1960,0,5,0,0x0,23,0,0,23,0,0,12,0,0,,"방어 숙련도 +23",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1961,0,5,0,0x0,24,0,0,24,0,0,12,0,0,,"방어 숙련도 +24",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1962,0,5,0,0x0,26,0,0,26,0,0,12,0,0,,"방어 숙련도 +26",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1963,0,5,0,0x0,27,0,0,27,0,0,12,0,0,,"방어 숙련도 +27",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1964,0,5,0,0x0,28,0,0,28,0,0,12,0,0,,"방어 숙련도 +28",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1965,0,5,0,0x0,29,0,0,29,0,0,12,0,0,,"방어 숙련도 +29",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1966,0,5,0,0x0,30,0,0,30,0,0,12,0,0,,"방어 숙련도 +30",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1967,0,5,0,0x0,31,0,0,31,0,0,12,0,0,,"방어 숙련도 +31",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1968,0,5,0,0x0,33,0,0,33,0,0,12,0,0,,"방어 숙련도 +33",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1969,0,5,0,0x0,34,0,0,34,0,0,12,0,0,,"방어 숙련도 +34",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1970,0,5,0,0x0,35,0,0,35,0,0,12,0,0,,"방어 숙련도 +35",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1971,0,5,0,0x0,36,0,0,36,0,0,12,0,0,,"방어 숙련도 +36",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1972,0,5,0,0x0,37,0,0,37,0,0,12,0,0,,"방어 숙련도 +37",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1973,0,5,0,0x0,38,0,0,38,0,0,12,0,0,,"방어 숙련도 +38",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1983,0,5,0,0x0,5,0,0,5,0,0,15,0,0,,"방패 막기 숙련도 +5",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1984,0,5,0,0x0,10,0,0,10,0,0,15,0,0,,"방패 막기 숙련도 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1985,0,5,0,0x0,15,0,0,15,0,0,15,0,0,,"방패 막기 숙련도 +15",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1986,0,5,0,0x0,20,0,0,20,0,0,15,0,0,,"방패 막기 숙련도 +20",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1987,0,5,5,0x0,2,2,0,2,2,0,15,4,0,,"방어 레벨 14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1988,0,5,5,0x0,3,3,0,3,3,0,15,4,0,,"방어 레벨 15",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1989,0,5,5,0x0,3,3,0,3,3,0,15,4,0,,"방어 레벨 16",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
1990,0,5,5,0x0,4,4,0,4,4,0,15,4,0,,"방어 레벨 17",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
